City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
50,Berlevag,NO,2022-06-30 20:21:00,70.8578,29.0864,51.6,87,75,12.66
51,Bengkulu,ID,2022-06-30 20:16:35,-3.8004,102.2655,72.59,85,96,3.98
52,Fortuna,US,2022-06-30 20:21:00,40.5982,-124.1573,62.85,85,100,0.0
53,Nanortalik,GL,2022-06-30 20:16:37,60.1432,-45.2371,42.66,81,96,11.59
54,Qaanaaq,GL,2022-06-30 20:16:44,77.484,-69.3632,40.53,69,100,4.03
55,Provideniya,RU,2022-06-30 20:16:43,64.3833,-173.3,53.71,76,100,6.71
56,Amarpatan,IN,2022-06-30 20:21:01,24.3167,80.9833,80.11,80,100,3.44
57,Colborne,CA,2022-06-30 20:21:02,44.0001,-77.8828,80.58,71,48,5.66
58,Hobart,AU,2022-06-30 20:13:53,-42.8794,147.3294,39.06,90,5,8.05
59,Lata,PT,2022-06-30 20:20:11,40.1629,-8.3327,63.07,77,0,5.64
60,Leningradskiy,RU,2022-06-30 20:18:55,69.3833,178.4167,41.04,83,56,3.04
61,Salalah,OM,2022-06-30 20:15:22,17.0151,54.0924,84.29,89,75,6.91
62,North Bend,US,2022-06-30 20:21:03,43.4065,-124.2243,71.24,85,100,14.97
63,Lavrentiya,RU,2022-06-30 20:21:03,65.5833,-171.0,46.94,87,100,4.94
64,Fort Nelson,CA,2022-06-30 20:21:04,58.8053,-122.7002,76.59,47,75,11.5
65,Yaan,NG,2022-06-30 20:21:05,7.3833,8.5667,76.26,84,100,8.03
66,Deputatskiy,RU,2022-06-30 20:21:05,69.3,139.9,50.04,62,99,2.73
67,Bethel,US,2022-06-30 20:21:06,41.3712,-73.414,86.02,47,0,8.05
68,Waingapu,ID,2022-06-30 20:21:06,-9.6567,120.2641,76.46,83,99,12.55
69,Dubbo,AU,2022-06-30 20:21:07,-32.25,148.6167,50.13,87,100,8.05
70,Dudinka,RU,2022-06-30 20:21:07,69.4058,86.1778,49.62,59,11,13.06
71,Banda Aceh,ID,2022-06-30 20:21:08,5.5577,95.3222,79.66,68,98,11.52
72,Stokmarknes,NO,2022-06-30 20:21:08,68.5646,14.9108,57.18,77,0,13.8
73,Hervey Bay,AU,2022-06-30 20:21:09,-25.2986,152.8535,62.02,97,100,3.0
74,Santa Cruz,BO,2022-06-30 20:16:30,-17.8,-63.1667,81.86,50,40,25.32
75,Riviere-Au-Renard,CA,2022-06-30 20:21:09,48.9957,-64.3971,68.29,68,62,10.18
76,Tukrah,LY,2022-06-30 20:21:10,32.5341,20.5791,80.8,47,0,8.63
77,Yellowknife,CA,2022-06-30 20:21:10,62.456,-114.3525,61.32,36,75,5.75
78,Kidal,ML,2022-06-30 20:21:11,18.4411,1.4078,96.15,19,62,3.31
79,Odessa,UA,2022-06-30 20:20:03,46.4775,30.7326,72.57,74,7,5.97
80,Cabo San Lucas,MX,2022-06-30 20:21:11,22.8909,-109.9124,91.62,70,0,11.5
81,East London,ZA,2022-06-30 20:20:16,-33.0153,27.9116,62.47,49,0,5.55
82,Caravelas,BR,2022-06-30 20:21:12,-17.7125,-39.2481,73.6,80,0,6.31
83,San Andres,CO,2022-06-30 20:21:05,12.5847,-81.7006,77.02,94,100,10.36
84,Dingle,PH,2022-06-30 20:15:11,10.9995,122.6711,76.71,90,100,8.72
85,Cherskiy,RU,2022-06-30 20:15:10,68.75,161.3,53.22,46,62,5.19
86,Mataram,ID,2022-06-30 20:21:13,-8.5833,116.1167,77.81,85,22,12.37
87,Kloulklubed,PW,2022-06-30 20:21:13,7.0419,134.2556,75.7,79,75,7.56
88,Lieto,FI,2022-06-30 20:22:14,60.5103,22.4618,75.47,54,0,6.91
89,Nova Olinda Do Norte,BR,2022-06-30 20:22:14,-3.8881,-59.0942,85.06,65,99,2.01
90,Sioux Lookout,CA,2022-06-30 20:16:32,50.1001,-91.917,66.27,63,75,14.97
91,Norman Wells,CA,2022-06-30 20:19:52,65.282,-126.8329,69.84,56,20,13.8
92,Salym,RU,2022-06-30 20:22:15,60.0625,71.4789,52.45,96,100,12.68
93,Alekseyevskaya,RU,2022-06-30 20:22:15,50.2896,42.1845,66.81,57,42,6.2
94,Gazojak,TM,2022-06-30 20:22:16,41.1875,61.4036,84.56,24,0,14.7
95,Santa Isabel,BR,2022-06-30 20:22:17,-23.3156,-46.2214,72.7,53,0,3.96
96,Turtas,RU,2022-06-30 20:22:17,58.9417,69.1325,45.27,93,100,11.54
97,Tasiilaq,GL,2022-06-30 20:19:10,65.6145,-37.6368,44.76,86,90,2.64
98,Benalla,AU,2022-06-30 20:22:18,-36.55,145.9833,41.31,93,7,5.88
99,Krasnoselkup,RU,2022-06-30 20:22:18,65.7,82.4667,53.83,79,67,12.84
100,Wuda,CN,2022-06-30 20:22:18,39.4994,106.7117,75.52,37,67,8.77
101,Goure,NE,2022-06-30 20:22:19,13.9835,10.2704,92.37,32,97,4.7
102,Avarua,CK,2022-06-30 20:15:17,-21.2078,-159.775,80.65,78,40,13.8
103,Road Town,VG,2022-06-30 20:14:02,18.4167,-64.6167,87.89,70,40,16.11
104,Aksu,CN,2022-06-30 20:22:20,41.1231,80.2644,81.75,29,2,5.39
105,Atuona,PF,2022-06-30 20:10:19,-9.8,-139.0333,76.73,70,9,16.15
106,Priego De Cordoba,ES,2022-06-30 20:22:20,37.4381,-4.1952,79.48,28,10,3.69
107,Kodinsk,RU,2022-06-30 20:22:21,58.6881,99.1844,62.2,71,77,5.61
108,Kruisfontein,ZA,2022-06-30 20:16:38,-34.0033,24.7314,58.05,34,0,8.14
109,Nikolskoye,RU,2022-06-30 20:13:49,59.7035,30.7861,67.89,51,6,2.91
110,Bundaberg,AU,2022-06-30 20:22:21,-24.85,152.35,62.89,99,100,8.05
111,Yar-Sale,RU,2022-06-30 20:22:22,66.8333,70.8333,48.83,65,100,10.96
112,Farafangana,MG,2022-06-30 20:22:22,-22.8167,47.8333,67.1,83,74,6.2
113,Grand-Lahou,CI,2022-06-30 20:22:23,5.1367,-5.0242,77.0,83,100,11.97
114,La Sarre,CA,2022-06-30 20:20:13,48.8002,-79.1996,53.51,94,100,13.02
115,Victoria,HK,2022-06-30 20:12:09,22.2855,114.1577,80.65,89,100,5.99
116,Atasu,KZ,2022-06-30 20:22:24,48.6814,71.6433,54.95,50,0,8.9
117,Arraial Do Cabo,BR,2022-06-30 20:15:06,-22.9661,-42.0278,69.66,73,20,6.91
118,Batemans Bay,AU,2022-06-30 20:22:24,-35.7167,150.1833,51.1,85,99,4.25
119,Atbasar,KZ,2022-06-30 20:22:25,51.8,68.3333,52.75,69,5,6.76
120,Fairbanks,US,2022-06-30 20:21:04,64.8378,-147.7164,69.8,49,75,4.61
121,Udachnyy,RU,2022-06-30 20:15:18,66.4167,112.4,53.46,87,32,1.19
122,Asau,RO,2022-06-30 20:22:25,46.4333,26.4,71.96,95,56,2.39
123,Saint George,US,2022-06-30 20:17:50,37.1041,-113.5841,102.63,19,0,9.22
124,Barrow,US,2022-06-30 20:13:57,71.2906,-156.7887,53.62,66,0,12.66
125,Beyneu,KZ,2022-06-30 20:22:26,45.3167,55.2,72.73,28,0,6.44
126,Zhuhai,CN,2022-06-30 20:21:02,22.2769,113.5678,80.85,89,40,13.8
127,New Norfolk,AU,2022-06-30 20:15:17,-42.7826,147.0587,38.7,84,11,2.46
128,Ponta Do Sol,PT,2022-06-30 20:16:47,32.6667,-17.1,70.72,65,37,7.61
129,Narsaq,GL,2022-06-30 20:18:25,60.9167,-46.05,55.62,68,100,4.99
130,Taoudenni,ML,2022-06-30 20:22:27,22.6783,-3.9836,104.86,8,18,2.84
131,Gweru,ZW,2022-06-30 20:22:27,-19.45,29.8167,49.48,93,73,9.28
132,Kasongo,CD,2022-06-30 20:22:28,-4.45,26.6667,79.38,39,97,3.71
133,Hilo,US,2022-06-30 20:16:46,19.7297,-155.09,85.28,69,75,5.01
134,Port Alfred,ZA,2022-06-30 20:13:56,-33.5906,26.891,63.9,45,0,9.78
135,Hithadhoo,MV,2022-06-30 20:13:44,-0.6,73.0833,81.79,75,99,7.16
136,Xining,CN,2022-06-30 20:23:29,36.6167,101.7667,54.05,81,99,3.87
137,Namibe,AO,2022-06-30 20:23:29,-15.1961,12.1522,67.15,93,22,0.85
138,Jinxiang,CN,2022-06-30 20:23:30,27.4327,120.6062,75.6,95,83,3.29
139,Goya,AR,2022-06-30 20:18:34,-29.14,-59.2626,64.15,59,0,5.53
140,Rosetta,EG,2022-06-30 20:23:31,31.4044,30.4164,75.79,76,0,6.44
141,Kommunisticheskiy,RU,2022-06-30 20:23:31,61.6789,64.4819,47.44,79,100,9.91
142,Hermanus,ZA,2022-06-30 20:16:27,-34.4187,19.2345,61.52,53,0,9.6
143,Butaritari,KI,2022-06-30 20:16:36,3.0707,172.7902,82.27,77,90,15.59
144,Meulaboh,ID,2022-06-30 20:23:32,4.1363,96.1285,74.73,78,100,4.76
145,Bilibino,RU,2022-06-30 20:23:32,68.0546,166.4372,45.01,90,100,2.28
146,Vrede,ZA,2022-06-30 20:23:33,-27.4257,29.1659,41.99,39,0,3.85
147,Embonas,GR,2022-06-30 20:23:33,36.2269,27.8564,73.53,73,0,5.59
148,Nuevo Progreso,MX,2022-06-30 20:16:28,23.1667,-97.95,96.55,48,36,7.0
149,Padang,ID,2022-06-30 20:23:34,-0.9492,100.3543,75.4,83,99,3.71
150,Cap Malheureux,MU,2022-06-30 20:23:34,-19.9842,57.6142,72.61,66,59,20.04
151,Kodiak,US,2022-06-30 20:23:35,57.79,-152.4072,58.51,77,100,13.8
152,Thompson,CA,2022-06-30 20:23:35,55.7435,-97.8558,51.96,54,75,16.11
153,Kandalaksha,RU,2022-06-30 20:23:36,67.162,32.4123,65.14,79,99,2.26
154,Valle De Allende,MX,2022-06-30 20:23:36,26.9333,-105.4,83.62,30,75,5.93
155,Chebenki,RU,2022-06-30 20:23:37,51.9337,55.7077,51.55,58,92,5.93
156,Kulhudhuffushi,MV,2022-06-30 20:23:37,6.6221,73.07,82.76,76,100,17.2
157,Ostrovnoy,RU,2022-06-30 20:23:38,68.0531,39.5131,50.68,93,79,8.79
158,Mogadishu,SO,2022-06-30 20:18:46,2.0371,45.3438,76.66,82,52,22.15
159,Jamestown,US,2022-06-30 20:13:56,42.097,-79.2353,84.52,42,0,12.66
160,Bathsheba,BB,2022-06-30 20:15:10,13.2167,-59.5167,82.26,72,6,18.3
161,Souillac,MU,2022-06-30 20:22:06,-20.5167,57.5167,66.58,94,75,3.44
162,Hasaki,JP,2022-06-30 20:23:39,35.7333,140.8333,73.29,87,1,7.45
163,Kirby,US,2022-06-30 20:23:39,29.4633,-98.3856,99.88,39,75,9.22
164,Pangnirtung,CA,2022-06-30 20:23:40,66.1451,-65.7125,41.0,93,100,11.5
165,Lebu,CL,2022-06-30 20:15:08,-37.6167,-73.65,48.24,76,100,16.15
166,Ossora,RU,2022-06-30 20:23:40,59.2353,163.0719,51.64,88,97,1.41
167,Ancud,CL,2022-06-30 20:13:58,-41.8697,-73.8203,45.23,83,100,11.9
168,Kholmogory,RU,2022-06-30 20:23:41,64.2229,41.656,53.74,52,96,3.47
169,Lorengau,PG,2022-06-30 20:14:01,-2.0226,147.2712,82.02,76,68,14.05
170,Mayor Pablo Lagerenza,PY,2022-06-30 20:23:41,-19.9309,-60.7718,90.41,21,0,9.95
171,Upernavik,GL,2022-06-30 20:23:42,72.7868,-56.1549,39.07,92,100,6.53
172,Prieska,ZA,2022-06-30 20:23:42,-29.6641,22.7474,53.92,48,0,5.21
173,Vao,NC,2022-06-30 20:15:07,-22.6667,167.4833,69.35,68,100,16.13
174,Tiksi,RU,2022-06-30 20:14:00,71.6872,128.8694,37.76,71,45,4.0
175,Talara,PE,2022-06-30 20:23:43,-4.5772,-81.2719,77.76,53,0,16.11
176,Neryungri,RU,2022-06-30 20:23:44,56.6709,124.6491,62.76,87,72,5.93
177,Pontes E Lacerda,BR,2022-06-30 20:23:44,-15.2261,-59.3353,90.37,26,70,4.9
178,Kavieng,PG,2022-06-30 20:16:41,-2.5744,150.7967,80.26,81,94,14.65
179,Puerto Ayora,EC,2022-06-30 20:13:56,-0.7393,-90.3518,76.96,82,54,10.0
180,Camocim,BR,2022-06-30 20:24:45,-2.9022,-40.8411,81.77,76,25,14.72
181,Jaisalmer,IN,2022-06-30 20:22:27,26.9147,70.9181,89.47,59,92,25.01
182,Villazon,BO,2022-06-30 20:24:46,-22.0866,-65.5942,62.26,4,0,7.43
183,Sol-Iletsk,RU,2022-06-30 20:24:46,51.1631,54.9918,62.04,46,100,6.6
184,Bari,IT,2022-06-30 20:24:05,41.1177,16.8512,84.25,84,0,3.44
185,Haines Junction,CA,2022-06-30 20:24:47,60.7522,-137.5108,64.35,55,14,3.44
186,Urengoy,RU,2022-06-30 20:24:47,65.9667,78.3667,54.41,56,6,17.52
187,Komsomolskiy,UZ,2022-06-30 20:24:48,40.4272,71.7189,88.52,16,0,9.22
188,Arak,IR,2022-06-30 20:24:48,34.0917,49.6892,80.92,16,3,3.74
189,Nemuro,JP,2022-06-30 20:21:28,43.3236,145.575,52.38,89,47,2.62
190,Guisa,CU,2022-06-30 20:24:49,20.255,-76.5386,87.85,55,29,10.42
191,Alice Springs,AU,2022-06-30 20:24:49,-23.7,133.8833,42.35,81,74,4.61
192,Sao Joao Da Barra,BR,2022-06-30 20:24:50,-21.6403,-41.0511,71.69,74,3,15.35
193,Chokurdakh,RU,2022-06-30 20:15:19,70.6333,147.9167,48.52,46,18,7.78
194,Rio Grande,BR,2022-06-30 20:24:50,-32.035,-52.0986,66.31,79,97,9.13
195,Mount Lebanon,US,2022-06-30 20:24:51,40.3554,-80.0495,90.21,36,0,5.75
196,Carnarvon,AU,2022-06-30 20:24:51,-24.8667,113.6333,60.75,43,0,17.76
197,Half Moon Bay,US,2022-06-30 20:24:52,37.4636,-122.4286,77.05,71,75,17.27
198,San Angelo,US,2022-06-30 20:24:53,31.4638,-100.437,98.94,23,40,5.01
199,Idritsa,RU,2022-06-30 20:24:53,56.3316,28.8988,64.04,67,68,5.21
200,Araguaina,BR,2022-06-30 20:24:54,-7.1911,-48.2072,91.9,31,2,3.65
201,Boyolangu,ID,2022-06-30 20:24:54,-8.1181,111.8935,73.89,91,91,4.59
202,Santa Rosalia,MX,2022-06-30 20:24:55,27.3167,-112.2833,87.8,58,2,9.82
203,Lhokseumawe,ID,2022-06-30 20:24:55,5.1801,97.1507,76.86,82,100,6.04
204,College,US,2022-06-30 20:24:56,64.8569,-147.8028,69.78,49,75,4.61
205,Santa Rosa,PH,2022-06-30 20:23:33,14.3122,121.1114,79.11,92,100,2.93
206,Acapulco,MX,2022-06-30 20:22:11,16.8634,-99.8901,87.62,70,20,13.8
207,Gayny,RU,2022-06-30 20:24:57,60.3071,54.3241,43.25,86,6,6.82
208,Hovd,MN,2022-06-30 20:24:57,48.0056,91.6419,75.29,26,96,6.96
209,Balao,EC,2022-06-30 20:24:58,-2.9167,-79.8167,78.76,67,22,2.33
210,Seoul,KR,2022-06-30 20:14:28,37.5683,126.9778,74.64,95,100,2.75
211,Dodoma,TZ,2022-06-30 20:24:58,-6.1722,35.7395,61.54,74,8,9.17
212,Los Llanos De Aridane,ES,2022-06-30 20:24:59,28.6585,-17.9182,67.75,84,75,19.57
213,Saskylakh,RU,2022-06-30 20:12:18,71.9167,114.0833,47.41,55,35,9.17
214,Saint-Philippe,RE,2022-06-30 20:24:59,-21.3585,55.7679,65.79,73,59,11.68
215,Port Blair,IN,2022-06-30 20:16:34,11.6667,92.75,82.04,82,100,8.99
216,Khuchni,RU,2022-06-30 20:21:11,41.9499,47.9485,62.69,70,0,3.22
217,Mehamn,NO,2022-06-30 20:25:00,71.0357,27.8492,49.91,93,75,10.36
218,Yeppoon,AU,2022-06-30 20:25:01,-23.1333,150.7333,64.18,92,100,9.01
219,Tombouctou,ML,2022-06-30 20:25:01,20.0,-3.0,99.25,12,0,10.49
220,Otane,NZ,2022-06-30 20:25:02,-39.8833,176.6333,50.02,84,100,9.8
221,Asyut,EG,2022-06-30 20:25:02,27.181,31.1837,86.18,29,0,8.25
222,Hatillo,PR,2022-06-30 20:25:03,18.4863,-66.8254,90.16,73,15,13.0
223,Hvolsvollur,IS,2022-06-30 20:25:03,63.7533,-20.2243,52.27,93,100,3.6
224,Zhigansk,RU,2022-06-30 20:25:04,66.7697,123.3711,54.68,83,53,6.42
225,Chardara,KZ,2022-06-30 20:26:05,41.2547,67.9692,77.5,22,0,11.14
226,Champerico,GT,2022-06-30 20:26:05,14.3,-91.9167,93.74,73,22,6.67
227,Klaksvik,FO,2022-06-30 20:16:44,62.2266,-6.589,52.72,99,100,13.65
228,Numan,NG,2022-06-30 20:26:06,9.4667,12.0333,78.55,70,100,1.72
229,Taltal,CL,2022-06-30 20:26:06,-25.4,-70.4833,59.31,74,17,2.91
230,Khasan,RU,2022-06-30 20:26:07,42.4308,130.6434,59.43,97,100,4.03
231,Hamilton,US,2022-06-30 20:26:07,39.1834,-84.5333,94.95,33,0,8.05
232,Luderitz,NA,2022-06-30 20:26:08,-26.6481,15.1594,68.97,40,4,5.19
233,Kharp,RU,2022-06-30 20:26:08,66.8014,65.8081,49.03,76,100,3.6
234,Qaqortoq,GL,2022-06-30 20:26:09,60.7167,-46.0333,44.19,76,100,4.54
235,Cockburn Town,TC,2022-06-30 20:26:09,21.4612,-71.1419,85.96,62,40,18.41
236,Itarema,BR,2022-06-30 20:26:10,-2.9248,-39.9167,79.92,79,1,14.92
237,Lalmohan,BD,2022-06-30 20:26:10,22.3384,90.7419,81.64,85,100,9.84
238,Kongolo,CD,2022-06-30 20:26:11,-5.3833,27.0,78.08,41,80,3.31
239,Pangody,RU,2022-06-30 20:26:11,65.85,74.4859,51.31,66,3,19.1
240,Cileungsi,ID,2022-06-30 20:26:12,-6.3947,106.9592,78.4,89,93,3.47
241,Riyadh,SA,2022-06-30 20:25:16,24.6877,46.7219,93.34,11,15,9.86
242,Inowroclaw,PL,2022-06-30 20:26:13,52.7989,18.2639,77.94,100,40,4.07
243,San Carlos,VE,2022-06-30 20:25:59,9.6612,-68.5827,75.65,95,100,1.61
244,Scalea,IT,2022-06-30 20:26:13,39.813,15.7956,78.93,61,0,2.75
245,Xichang,CN,2022-06-30 20:26:14,27.8964,102.2634,62.74,98,100,2.53
246,Namatanai,PG,2022-06-30 20:26:14,-3.6667,152.4333,78.73,83,73,11.3
247,Hambantota,LK,2022-06-30 20:26:15,6.1241,81.1185,80.47,81,42,18.14
248,Emba,KZ,2022-06-30 20:26:16,48.8264,58.1442,64.45,41,59,7.45
249,Surt,LY,2022-06-30 20:26:16,31.2089,16.5887,82.45,58,0,6.46
250,Pevek,RU,2022-06-30 20:26:17,69.7008,170.3133,33.58,97,100,2.39
251,Kefamenanu,ID,2022-06-30 20:26:17,-9.4467,124.4781,70.32,97,100,3.49
252,Xingtai,CN,2022-06-30 20:26:18,37.0631,114.4942,76.71,66,1,2.75
253,Aykhal,RU,2022-06-30 20:26:18,66.0,111.5,54.36,74,86,3.15
254,Igarka,RU,2022-06-30 20:26:19,67.4667,86.5833,52.81,67,19,9.6
255,Dekar,BW,2022-06-30 20:26:19,-21.5333,21.9333,53.26,56,30,7.96
256,Pekan,MY,2022-06-30 20:26:20,3.4836,103.3996,77.11,81,100,7.0
257,Murray Bridge,AU,2022-06-30 20:26:20,-35.1167,139.2667,51.12,95,5,4.85
258,Yulara,AU,2022-06-30 20:26:21,-25.2406,130.9889,45.73,72,0,13.71
259,Hohoe,GH,2022-06-30 20:26:21,7.1518,0.4736,72.28,94,100,3.42
260,Vostok,RU,2022-06-30 20:26:22,46.4856,135.8833,57.69,96,69,3.8
261,Gizo,SB,2022-06-30 20:26:22,-8.103,156.8419,81.63,77,14,7.9
262,Nhulunbuy,AU,2022-06-30 20:26:23,-12.2333,136.7667,72.21,94,100,12.66
263,Nishihara,JP,2022-06-30 20:26:23,26.1842,127.7558,81.68,86,75,11.5
264,Bambous Virieux,MU,2022-06-30 20:26:24,-20.3428,57.7575,66.45,94,75,3.44
265,Lodja,CD,2022-06-30 20:26:25,-3.4833,23.4333,77.13,41,36,1.95
266,Khatanga,RU,2022-06-30 20:24:22,71.9667,102.5,48.79,54,78,6.76
267,Tikhvin,RU,2022-06-30 20:26:25,59.6451,33.5294,61.21,70,16,4.72
268,San Luis,AR,2022-06-30 20:27:26,-33.295,-66.3356,62.02,25,10,9.44
269,Sovetskiy,RU,2022-06-30 20:27:26,61.3614,63.5842,46.36,90,100,9.22
270,Lagoa,PT,2022-06-30 20:27:27,39.05,-27.9833,67.03,94,90,12.12
271,Smithers,CA,2022-06-30 20:27:27,54.7804,-127.1743,68.32,64,40,3.44
272,Sao Filipe,CV,2022-06-30 20:27:28,14.8961,-24.4956,73.94,78,6,7.99
273,Cabedelo,BR,2022-06-30 20:27:28,-6.9811,-34.8339,79.47,84,6,10.56
274,Pemangkat,ID,2022-06-30 20:27:29,1.1667,108.9667,76.46,87,100,8.1
275,Shimoda,JP,2022-06-30 20:27:29,34.6667,138.95,76.1,92,4,7.9
276,Mahebourg,MU,2022-06-30 20:27:30,-20.4081,57.7,66.49,94,75,3.44
277,Muzaffarabad,PK,2022-06-30 20:27:30,34.37,73.4711,81.34,78,20,2.21
278,Naryan-Mar,RU,2022-06-30 20:27:31,67.6713,53.087,45.95,65,53,1.1
279,Libertador General San Martin,AR,2022-06-30 20:27:31,-23.8064,-64.7876,72.97,30,0,7.34
280,Kachug,RU,2022-06-30 20:27:32,53.9606,105.8817,59.14,95,5,2.15
281,Kismayo,SO,2022-06-30 20:27:32,-0.3582,42.5454,76.53,78,24,18.95
282,Lompoc,US,2022-06-30 20:27:33,34.6391,-120.4579,88.79,69,0,17.27
283,Kyabe,TD,2022-06-30 20:27:33,9.4515,18.9449,73.81,86,35,4.18
284,Alappuzha,IN,2022-06-30 20:27:34,9.49,76.3264,75.0,82,100,10.98
285,Mar Del Plata,AR,2022-06-30 20:26:49,-38.0023,-57.5575,52.09,59,0,4.61
286,Coihaique,CL,2022-06-30 20:27:34,-45.5752,-72.0662,37.35,93,100,6.91
287,Mapimi,MX,2022-06-30 20:27:35,25.8167,-103.85,85.62,32,41,8.1
288,Gamba,GA,2022-06-30 20:27:36,-2.65,10.0,70.21,90,98,6.17
289,Pashiya,RU,2022-06-30 20:27:36,58.4324,58.2562,45.28,78,1,10.18
290,Betong,TH,2022-06-30 20:27:37,5.7743,101.0723,71.65,98,100,0.81
291,Tacuarembo,UY,2022-06-30 20:27:37,-31.7333,-55.9833,57.11,77,0,4.76
292,Gravdal,NO,2022-06-30 20:27:38,68.1214,13.5031,60.69,77,0,4.61
293,Sur,OM,2022-06-30 20:27:38,22.5667,59.5289,86.76,70,100,17.67
294,Tambopata,PE,2022-06-30 20:27:39,-12.7333,-69.1833,87.15,41,1,3.67
295,Nantucket,US,2022-06-30 20:27:01,41.2835,-70.0995,77.11,72,0,6.91
