City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
619,Tarakan,ID,80.1,broken clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
622,Palu,ID,81.97,broken clouds,-0.8917,119.8707,Hotel Santika Palu
627,Melito Di Porto Salvo,IT,82.29,clear sky,37.9222,15.7714,B&B Nereidi
628,Gamba,GA,70.16,broken clouds,-2.65,10.0,
629,Tlacotalpan,MX,84.7,scattered clouds,18.6167,-95.6667,Hotel Casa Blanca
632,Dubuque,US,74.5,overcast clouds,42.4833,-90.8668,American Inn and Suites
634,Labuan,MY,79.16,few clouds,5.2767,115.2417,Tiara Labuan Hotel
639,Itoman,JP,78.82,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
640,Manaus,BR,82.9,few clouds,-3.1019,-60.025,Manaus Hotéis Millennium
641,Greenfield,US,80.65,overcast clouds,42.9614,-88.0126,Brewtown Eatery Bar & Grill
643,Baruun-Urt,MN,79.88,light rain,46.6806,113.2792,Ахмадын амралт сувилал
644,Kijang,KR,82.13,overcast clouds,35.2442,129.2139,Samyang Beach Villa
646,Sosua,DO,85.98,broken clouds,19.7667,-70.5167,Piergiorgio Palace Hotel
647,Solnechnyy,RU,74.62,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
648,Palmas,BR,84.07,clear sky,-10.2128,-48.3603,Hotel Lago da Palma
649,Guerrero Negro,MX,73.92,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
654,Karacakoy,TR,75.67,clear sky,41.4029,28.3834,
655,Buchanan,LR,76.6,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
659,Hadejia,NG,85.91,scattered clouds,12.4498,10.0444,Kasuwar Kuda Hadejia General Hospital Road
660,Bonthe,SL,77.27,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
661,Vidalia,US,85.95,scattered clouds,32.2177,-82.4135,Quality Inn & Suites
662,Acarau,BR,77.22,broken clouds,-2.8856,-40.12,castelo pizzaria
665,Sardarshahr,IN,82.87,light rain,28.4333,74.4833,Hotel Moti Mahal
666,Gizo,SB,83.79,few clouds,-8.103,156.8419,Imagination Island
667,Salina,US,88.3,broken clouds,38.8403,-97.6114,"Holiday Inn Express & Suites Salina, an IHG Hotel"
